model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
deepseek-v4-pro,httpx__request_model_core__001,python150,core100,False,Adapted,validate_normalize_construct,data_model_coupling,high,True,True,13,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.442722,1.442722,0.975224,3267,3350,2322,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,67,65,4754446,33150,4787596,84110,117260,True,481.664781,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,humanize__naturaltime_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,4,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.426102,0.426102,0.914807,451,493,1157,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,32,35,1570728,25328,1596056,43048,68376,True,312.195992,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,importlib_metadata__entry_points_core__001,python150,core100,False,Direct,resource_metadata_loading,config_environment_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.157797,0.157797,0.862745,220,255,1616,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,20,18,702251,16131,718382,41771,57902,True,216.116216,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,importlib_resources__traversable_tree_core__hard3_001,python150,hard50,True,Composite,resource_metadata_loading,resource_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.06135,1.06135,0.034682,6,173,163,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,31,28,1894460,74529,1968989,52412,126941,True,938.52287,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,installer__wheel_record_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,resource_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.636364,1.636364,0.074074,4,54,33,copy_heavy_pass,False,False,False,False,False,True,False,usage.json,83,82,5831809,55957,5887766,162945,218902,True,950.407365,passed,[]
deepseek-v4-pro,intervaltree__interval_tree_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,4,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.018296,1.018296,0.979225,1744,1781,1749,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,41,41,2439427,19821,2459248,70275,90096,True,316.841199,passed,[]
deepseek-v4-pro,isodate__duration_parse_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,6,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.572102,0.572102,0.904448,549,607,1061,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,28,36,1321166,30533,1351699,49742,80275,True,375.391083,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,isort__settings_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,4,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.698529,1.698529,0.24026,111,462,272,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,85,80,7256844,170914,7427758,142220,313134,True,2051.158245,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'view_range']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,itsdangerous__timed_serializer_core__001,python150,core100,False,Adapted,serialize_format_render,data_model_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,6.512821,6.512821,0.271654,69,254,39,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,36,34,1770268,32480,1802748,47388,79868,True,421.58287,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,jinja2__compile_render_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,26,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.242468,1.242468,0.989995,10983,11094,8929,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,50,49,2026412,31901,2058313,44844,76745,True,478.337376,passed,[]
deepseek-v4-pro,jinja2__extensions_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,26,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.155007,1.155007,0.999189,11086,11095,9606,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,56,55,2096006,23967,2119973,39814,63781,True,389.488907,passed,[]
deepseek-v4-pro,jinja2__filters_tests_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,26,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.242944,1.242944,0.986843,10951,11097,8928,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,54,53,2348331,35281,2383612,40875,76156,True,523.355747,passed,[]
deepseek-v4-pro,jinja2__lexer_parser_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,9,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.802646,0.802646,0.94879,2705,2851,3552,copy_heavy_pass,False,True,False,False,False,True,False,usage.json,72,69,6530322,44199,6574521,97170,141369,True,684.446798,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,jinja2__loader_inheritance_core__001,python150,core100,False,Adapted,resource_metadata_loading,framework_coupling,high,True,True,26,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.174839,1.174839,0.995854,11048,11094,9443,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,42,41,1291140,20047,1311187,33284,53331,True,336.999576,passed,[]
deepseek-v4-pro,json5__parse_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,3,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.059545,1.059545,0.995868,1205,1210,1142,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,17,16,512695,6996,519691,35383,42379,True,114.698314,passed,[]
deepseek-v4-pro,json_logic__evaluator_core__hard3_001,python150,hard50,True,Direct,cache_retry_policy,parser_state_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.092199,1.092199,0.922078,142,154,141,non_functional,True,False,False,False,False,False,False,usage.json,16,15,393725,15888,409613,30589,46477,True,223.004558,passed,[]
deepseek-v4-pro,jsonpath_ng__expression_eval_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,14,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.914849,2.914849,0.996137,4126,4142,1421,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,43,42,2116932,23879,2140811,54468,78347,True,400.059024,passed,[]
deepseek-v4-pro,jsonpointer__resolve_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.777778,0.777778,0.828571,145,175,225,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,17,17,408883,9921,418804,22067,31988,True,143.34975,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,jsonschema__validator_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,10,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.890511,0.890511,0.967844,3070,3172,3562,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,65,68,4475582,35315,4510897,74942,110257,True,587.587944,passed,[]
deepseek-v4-pro,jupyter_core__paths_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.647887,1.647887,0.264957,62,234,142,non_functional,True,True,False,False,False,False,False,usage.json,43,41,2669402,55396,2724798,42842,98238,True,767.190581,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,jupyter_server__extension_config_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.109091,2.109091,0.025862,3,116,55,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,34,33,1273764,34457,1308221,35236,69693,True,582.421216,passed,[]
deepseek-v4-pro,keyring__backend_select_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.127389,1.127389,0.016949,3,177,157,non_functional,True,True,False,False,False,False,False,usage.json,40,37,2513165,99633,2612798,44813,144446,True,1344.941012,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
deepseek-v4-pro,lark__grammar_loader_core__001,python150,core100,False,Direct,resource_metadata_loading,resource_coupling,high,True,True,29,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.921085,0.921085,0.998822,5934,5941,6450,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,51,50,2624737,27636,2652373,53729,81365,True,459.303793,passed,[]
deepseek-v4-pro,lark__parse_tree_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,28,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.003452,1.003452,0.997764,5801,5814,5794,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,60,59,3267798,29867,3297665,60886,90753,True,513.052105,passed,[]
deepseek-v4-pro,lark__visitor_transform_core__001,python150,core100,False,Adapted,algorithm_data_structure,data_model_coupling,high,True,True,29,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.991964,0.991964,0.99865,5917,5925,5973,copy_heavy_pass,False,False,False,False,False,False,False,usage.json,76,75,3718737,30078,3748815,58321,88399,True,521.681434,passed,[]
deepseek-v4-pro,license_expression__policy_core__hard3_001,python150,hard50,True,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,4,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,8.301802,8.301802,0.596853,1100,1843,222,non_functional,True,True,False,False,False,True,False,usage.json,115,113,9399244,157145,9556389,248012,405157,True,2356.463573,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'view_range']","[""tool_validation_error"", ""tve""]"
