task_id,split,source_repo,source_commit,source_group_id,repo_archetype_primary,repo_archetype_secondary,repo_provenance,repo_domain_primary,repo_domain_secondary,feature_family_primary,feature_family_secondary,feature_statefulness,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,behavioral_risk_tags,codebase_condition_tags,reference_file_count,reference_symbol_count,reference_loc,source_entrypoint_count,direct_internal_dependency_count,transitive_internal_dependency_count,external_dependency_count,static_file_closure_depth,resource_file_count,has_dynamic_import,has_global_state,has_registry,has_framework_lifecycle,adapter_required,public_test_count,hidden_test_count,classification_evidence,classification_confidence,review_status,taxonomy_version
setuptools_scm__version_normalize_core__hard3_001,hard50,setuptools_scm,5b91e2faf0079157a52c0914c21beb6622e9f7a7,setuptools_scm,developer_tooling,,real_oss_mature,packaging,,resource_metadata_loading,,stateless,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,lifecycle_semantics,,1,1,73,1,0,0,1,0,0,false,false,false,true,NA,1,3,benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/metadata.json;benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/repo/setuptools-scm/src/setuptools_scm/version.py,high,reviewed_v1,v1
sortedcontainers__sorted_list_core__001,core100,sortedcontainers,a1f52d6713dd2c2713a881d4f4d86ed68ff71cab,sortedcontainers,library,,real_oss_mature,general_utility,,algorithm_data_structure,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,boundary_cases;lifecycle_semantics;mutation_side_effects;ordering_semantics,,1,NA,1879,10,1,0,5,0,0,false,true,false,false,NA,3,7,benchmark/tasks/sortedcontainers__sorted_list_core__001/metadata.json;benchmark/tasks/sortedcontainers__sorted_list_core__001/evaluation/oracle_manifest.json;benchmark/tasks/sortedcontainers__sorted_list_core__001/public_tests/test_public_api.py;benchmark/tasks/sortedcontainers__sorted_list_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/sortedcontainers__sorted_list_core__001/repo/sortedcontainers/__init__.py;benchmark/tasks/sortedcontainers__sorted_list_core__001/repo/sortedcontainers/sortedlist.py;benchmark/tasks/sortedcontainers__sorted_list_core__001/repo/tests/benchmark.py,high,reviewed_v1,v1
sphinx__extension_registry_core__hard3_001,hard50,sphinx,c1b618c559e6de70e5198ed6876f5b9fab88face,sphinx,developer_tooling,,real_oss_mature,application,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,exception_semantics;lifecycle_semantics,weak_module_boundaries,3,3,689,1,2,0,3,1,0,true,false,true,true,NA,1,2,benchmark/tasks/sphinx__extension_registry_core__hard3_001/metadata.json;benchmark/tasks/sphinx__extension_registry_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/sphinx__extension_registry_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/sphinx__extension_registry_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/sphinx__extension_registry_core__hard3_001/repo/sphinx/extension.py;benchmark/tasks/sphinx__extension_registry_core__hard3_001/repo/sphinx/registry.py,high,reviewed_v1,v1
sqlalchemy__event_dispatch_core__hard3_001,hard50,sqlalchemy,d59159ca08cdf661f97d19d2966071a1b1d3df80,sqlalchemy,framework_plugin,,real_oss_mature,application,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;global_state_registry_coupling,framework_lifecycle;global_state_registry;static_transitive_dependency,boundary_cases;mutation_side_effects,,3,4,839,2,2,0,1,1,0,false,true,true,true,NA,1,2,benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/metadata.json;benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/repo/lib/sqlalchemy/event/api.py,high,reviewed_v1,v1
sqlparse__format_filters_core__001,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,sqlparse,library,,real_oss_mature,parsing,,serialize_format_render,parse_tokenize_decode,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,19,NA,3274,1,5,13,1,4,0,false,false,false,false,NA,1,2,benchmark/tasks/sqlparse__format_filters_core__001/metadata.json;benchmark/tasks/sqlparse__format_filters_core__001/evaluation/oracle_manifest.json;benchmark/tasks/sqlparse__format_filters_core__001/public_tests/test_public_api.py;benchmark/tasks/sqlparse__format_filters_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/sqlparse__format_filters_core__001/repo/sqlparse/__init__.py,high,reviewed_v1,v1
sqlparse__parse_format_core__001,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,sqlparse,library,,real_oss_mature,parsing,,parse_tokenize_decode,serialize_format_render,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects,,NA,NA,NA,10,8,12,1,4,NA,false,false,false,false,NA,3,5,benchmark/tasks/sqlparse__parse_format_core__001/metadata.json;benchmark/tasks/sqlparse__parse_format_core__001/evaluation/oracle_manifest.json;benchmark/tasks/sqlparse__parse_format_core__001/public_tests/test_public_api.py;benchmark/tasks/sqlparse__parse_format_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/sqlparse__parse_format_core__001/repo/sqlparse/__init__.py;benchmark/tasks/sqlparse__parse_format_core__001/repo/sqlparse/sql.py;benchmark/tasks/sqlparse__parse_format_core__001/repo/sqlparse/tokens.py,high,reviewed_v1,v1
sqlparse__parse_split_core__001,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,sqlparse,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases,weak_module_boundaries,12,NA,2552,3,3,7,1,4,0,false,false,false,false,NA,2,2,benchmark/tasks/sqlparse__parse_split_core__001/metadata.json;benchmark/tasks/sqlparse__parse_split_core__001/evaluation/oracle_manifest.json;benchmark/tasks/sqlparse__parse_split_core__001/public_tests/test_public_api.py;benchmark/tasks/sqlparse__parse_split_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/sqlparse__parse_split_core__001/repo/sqlparse/__init__.py,high,reviewed_v1,v1
sqlparse__token_tree_core__001,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,sqlparse,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;mutation_side_effects,weak_module_boundaries,12,NA,2552,8,5,6,1,4,0,false,false,false,false,NA,2,2,benchmark/tasks/sqlparse__token_tree_core__001/metadata.json;benchmark/tasks/sqlparse__token_tree_core__001/evaluation/oracle_manifest.json;benchmark/tasks/sqlparse__token_tree_core__001/public_tests/test_public_api.py;benchmark/tasks/sqlparse__token_tree_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/sqlparse__token_tree_core__001/repo/sqlparse/__init__.py;benchmark/tasks/sqlparse__token_tree_core__001/repo/sqlparse/sql.py;benchmark/tasks/sqlparse__token_tree_core__001/repo/sqlparse/tokens.py,high,reviewed_v1,v1
starlette__route_matching_core__hard3_001,hard50,starlette,5174d4c8358a6f06aa8056bafd14c2272dab8dd1,starlette,framework_plugin,,real_oss_mature,networking,application,registry_plugin_dispatch,,local_state,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;framework_lifecycle;static_transitive_dependency,boundary_cases,,2,4,681,2,1,0,1,1,0,false,false,true,true,NA,1,2,benchmark/tasks/starlette__route_matching_core__hard3_001/metadata.json;benchmark/tasks/starlette__route_matching_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/starlette__route_matching_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/starlette__route_matching_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/starlette__route_matching_core__hard3_001/repo/starlette/routing.py,medium,ai_assisted_reviewed_v1,v1
stevedore__extension_manager_core__hard3_001,hard50,stevedore,8550c66a2e774f97e2f8459265ed3ea8017603f1,stevedore,framework_plugin,,real_oss_mature,general_utility,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;implicit_dependency_coupling;third_party_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,5,8,788,5,4,0,1,1,0,true,false,true,true,NA,3,5,benchmark/tasks/stevedore__extension_manager_core__hard3_001/metadata.json;benchmark/tasks/stevedore__extension_manager_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/stevedore__extension_manager_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/stevedore__extension_manager_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/stevedore__extension_manager_core__hard3_001/repo/stevedore/_cache.py;benchmark/tasks/stevedore__extension_manager_core__hard3_001/repo/stevedore/extension.py;benchmark/tasks/stevedore__extension_manager_core__hard3_001/repo/stevedore/named.py,high,reviewed_v1,v1
tabulate__table_format_core__001,core100,tabulate,268615a5c27dc40e5c22454c07b44d5c50410da0,tabulate,library,,real_oss_mature,general_utility,,serialize_format_render,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling;resource_coupling,data_model_invariant;implicit_runtime_dependency;resource_packaging,boundary_cases;ordering_semantics,,1,NA,2507,8,0,0,2,0,0,false,false,true,false,NA,4,9,benchmark/tasks/tabulate__table_format_core__001/metadata.json;benchmark/tasks/tabulate__table_format_core__001/evaluation/oracle_manifest.json;benchmark/tasks/tabulate__table_format_core__001/public_tests/test_public_api.py;benchmark/tasks/tabulate__table_format_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/tabulate__table_format_core__001/repo/tabulate/__init__.py,high,reviewed_v1,v1
tenacity__retry_state_core__hard3_001,hard50,tenacity,b2cd0274c67610d615019ab4745f521504a0576d,tenacity,library,,real_oss_mature,general_utility,,cache_retry_policy,protocol_state_transition,session_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,5,13,1287,7,5,0,3,1,0,false,false,false,true,NA,3,5,benchmark/tasks/tenacity__retry_state_core__hard3_001/metadata.json;benchmark/tasks/tenacity__retry_state_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/tenacity__retry_state_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/tenacity__retry_state_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/tenacity__retry_state_core__hard3_001/repo/tenacity/__init__.py;benchmark/tasks/tenacity__retry_state_core__hard3_001/repo/tenacity/retry.py;benchmark/tasks/tenacity__retry_state_core__hard3_001/repo/tenacity/stop.py,high,reviewed_v1,v1
tomlkit__roundtrip_document__001,core100,tomlkit,9ac3f98214dbfbca0157b6c370c7986f497c34e4,tomlkit,library,,real_oss_mature,parsing,,serialize_format_render,parse_tokenize_decode,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,12,NA,4844,11,9,1,0,2,0,false,false,false,false,NA,4,4,benchmark/tasks/tomlkit__roundtrip_document__001/metadata.json;benchmark/tasks/tomlkit__roundtrip_document__001/evaluation/oracle_manifest.json;benchmark/tasks/tomlkit__roundtrip_document__001/public_tests/test_public_api.py;benchmark/tasks/tomlkit__roundtrip_document__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/tomlkit__roundtrip_document__001/repo/tomlkit/api.py;benchmark/tasks/tomlkit__roundtrip_document__001/repo/tomlkit/exceptions.py;benchmark/tasks/tomlkit__roundtrip_document__001/repo/tomlkit/items.py,high,reviewed_v1,v1
tox__factor_expression_core__hard3_001,hard50,tox,5458a28f15a36c0d7ad2e7166cce4dac0a9cd7cf,tox,developer_tooling,,real_oss_mature,configuration,,parse_tokenize_decode,,local_state,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling,dynamic_import_plugin;implicit_runtime_dependency;parser_state,boundary_cases;platform_variation,,1,3,180,1,0,0,1,0,0,true,false,false,false,NA,1,1,benchmark/tasks/tox__factor_expression_core__hard3_001/metadata.json;benchmark/tasks/tox__factor_expression_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/tox__factor_expression_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/tox__factor_expression_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/tox__factor_expression_core__hard3_001/repo/src/tox/config/loader/ini/factor.py,high,reviewed_v1,v1
trafaret__validation_rules_core__hard3_001,hard50,trafaret,4ac577155c93e5a3b024645abd64b1442fd4d550,trafaret,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,stateless,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,exception_semantics;mutation_side_effects,,2,4,1358,3,1,0,0,1,0,false,false,false,false,NA,1,3,benchmark/tasks/trafaret__validation_rules_core__hard3_001/metadata.json;benchmark/tasks/trafaret__validation_rules_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/trafaret__validation_rules_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/trafaret__validation_rules_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/trafaret__validation_rules_core__hard3_001/repo/trafaret/base.py,high,reviewed_v1,v1
transitions__state_machine_core__hard3_001,hard50,transitions,bd42b38f3627e6bca7274fb4d9af2e105f75da7c,transitions,library,,real_oss_mature,general_utility,,protocol_state_transition,,session_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,,2,3,1163,2,0,0,1,0,0,true,false,true,false,NA,1,3,benchmark/tasks/transitions__state_machine_core__hard3_001/metadata.json;benchmark/tasks/transitions__state_machine_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/transitions__state_machine_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/transitions__state_machine_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/transitions__state_machine_core__hard3_001/repo/transitions/core.py,high,reviewed_v1,v1
typer__command_parser_core__001,core100,typer,0.20.0-installed-snapshot,typer,library,,real_oss_mature,general_utility,,workflow_session_orchestration,parse_tokenize_decode,lifecycle_state,framework_coupling,framework_coupling;implicit_dependency_coupling;third_party_dependency_coupling,framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,boundary_cases;lifecycle_semantics,,NA,NA,NA,5,20,8,6,3,NA,false,true,true,true,NA,1,2,benchmark/tasks/typer__command_parser_core__001/metadata.json;benchmark/tasks/typer__command_parser_core__001/evaluation/oracle_manifest.json;benchmark/tasks/typer__command_parser_core__001/public_tests/test_public_api.py;benchmark/tasks/typer__command_parser_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/typer__command_parser_core__001/repo/click/_termui_impl.py;benchmark/tasks/typer__command_parser_core__001/repo/click/core.py;benchmark/tasks/typer__command_parser_core__001/repo/click/termui.py,high,reviewed_v1,v1
urllib3__retry_backoff_core__001,core100,urllib3,2f68c5363ef632d73dd4d9300289d7ce5ff275b4,urllib3,library,,real_oss_mature,networking,,cache_retry_policy,,stateless,config_environment_coupling,config_environment_coupling;data_model_coupling;implicit_dependency_coupling,config_environment;data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,3,NA,663,7,3,0,2,1,0,false,false,false,false,NA,4,9,benchmark/tasks/urllib3__retry_backoff_core__001/metadata.json;benchmark/tasks/urllib3__retry_backoff_core__001/evaluation/oracle_manifest.json;benchmark/tasks/urllib3__retry_backoff_core__001/public_tests/conftest.py;benchmark/tasks/urllib3__retry_backoff_core__001/hidden_tests/conftest.py;benchmark/tasks/urllib3__retry_backoff_core__001/repo/src/urllib3/exceptions.py;benchmark/tasks/urllib3__retry_backoff_core__001/repo/src/urllib3/util/retry.py,high,reviewed_v1,v1
vibe_app__csv_transform_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,workflow_session_orchestration,,global_state,legacy_vibe_clutter,global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;ordering_semantics,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,14,NA,159,3,3,7,0,4,0,false,true,true,false,NA,2,3,benchmark/tasks/vibe_app__csv_transform_core__001/metadata.json;benchmark/tasks/vibe_app__csv_transform_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__csv_transform_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__csv_transform_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__csv_transform_core__001/repo/vibe_app/csv_transform/pipeline.py;benchmark/tasks/vibe_app__csv_transform_core__001/repo/vibe_app/state.py,high,reviewed_v1,v1
vibe_app__orm_query_ast_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,serialize_format_render,,global_state,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;mutation_side_effects;ordering_semantics,dead_code_distractors;duplicated_implementation;weak_module_boundaries,5,NA,240,4,3,0,0,1,0,false,true,true,true,NA,2,3,benchmark/tasks/vibe_app__orm_query_ast_core__001/metadata.json;benchmark/tasks/vibe_app__orm_query_ast_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__orm_query_ast_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__orm_query_ast_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__orm_query_ast_core__001/repo/vibe_app/orm_query/ast.py;benchmark/tasks/vibe_app__orm_query_ast_core__001/repo/vibe_app/orm_query/compiler.py;benchmark/tasks/vibe_app__orm_query_ast_core__001/repo/vibe_app/orm_query/query.py,high,reviewed_v1,v1
vibe_app__plugin_registry_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,registry_plugin_dispatch,,global_state,legacy_vibe_clutter,global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,dynamic_import_plugin;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;lifecycle_semantics;mutation_side_effects,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,5,NA,97,3,3,0,0,1,0,true,true,true,true,NA,2,3,benchmark/tasks/vibe_app__plugin_registry_core__001/metadata.json;benchmark/tasks/vibe_app__plugin_registry_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__plugin_registry_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__plugin_registry_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__plugin_registry_core__001/repo/vibe_app/plugin_registry/base.py;benchmark/tasks/vibe_app__plugin_registry_core__001/repo/vibe_app/plugin_registry/metaclass.py;benchmark/tasks/vibe_app__plugin_registry_core__001/repo/vibe_app/plugin_registry/registry.py,high,reviewed_v1,v1
vibe_app__pricing_rules_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,cache_retry_policy,,global_state,legacy_vibe_clutter,config_environment_coupling;global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,config_environment;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,7,NA,89,3,5,0,0,1,0,false,true,true,false,NA,2,2,benchmark/tasks/vibe_app__pricing_rules_core__001/metadata.json;benchmark/tasks/vibe_app__pricing_rules_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__pricing_rules_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__pricing_rules_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__pricing_rules_core__001/repo/vibe_app/pricing/rules.py;benchmark/tasks/vibe_app__pricing_rules_core__001/repo/vibe_app/state.py;benchmark/tasks/vibe_app__pricing_rules_core__001/repo/vibe_app/utils.py,high,reviewed_v1,v1
vibe_app__rules_engine_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,cache_retry_policy,,global_state,legacy_vibe_clutter,global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;mutation_side_effects;ordering_semantics,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,5,NA,109,4,3,0,0,1,0,false,true,true,false,NA,2,3,benchmark/tasks/vibe_app__rules_engine_core__001/metadata.json;benchmark/tasks/vibe_app__rules_engine_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__rules_engine_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__rules_engine_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__rules_engine_core__001/repo/vibe_app/rules_engine/actions.py;benchmark/tasks/vibe_app__rules_engine_core__001/repo/vibe_app/rules_engine/conditions.py;benchmark/tasks/vibe_app__rules_engine_core__001/repo/vibe_app/rules_engine/engine.py,high,reviewed_v1,v1
vibe_app__session_registry_core__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,workflow_session_orchestration,registry_plugin_dispatch,global_state,legacy_vibe_clutter,global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;lifecycle_semantics;mutation_side_effects,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,5,NA,88,4,3,0,0,1,0,false,true,true,true,NA,2,3,benchmark/tasks/vibe_app__session_registry_core__001/metadata.json;benchmark/tasks/vibe_app__session_registry_core__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__session_registry_core__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__session_registry_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__session_registry_core__001/repo/vibe_app/session_registry/registry.py;benchmark/tasks/vibe_app__session_registry_core__001/repo/vibe_app/session_registry/tokens.py;benchmark/tasks/vibe_app__session_registry_core__001/repo/vibe_app/state.py,high,reviewed_v1,v1
vibe_app__yaml_config_bootstrap__001,core100,vibe_app,curated,vibe_app,application_service,,curated_vibe,application,configuration,config_resolve_discover,,global_state,legacy_vibe_clutter,config_environment_coupling;global_state_registry_coupling;implicit_dependency_coupling;legacy_vibe_clutter,config_environment;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;mutation_side_effects;platform_variation,dead_code_distractors;duplicated_implementation;legacy_clutter;weak_module_boundaries,4,NA,210,3,3,0,0,1,0,false,true,true,false,NA,2,3,benchmark/tasks/vibe_app__yaml_config_bootstrap__001/metadata.json;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/evaluation/oracle_manifest.json;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/public_tests/test_public_api.py;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/repo/vibe_app/config_loader.py;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/repo/vibe_app/config_merge.py;benchmark/tasks/vibe_app__yaml_config_bootstrap__001/repo/vibe_app/state.py,high,reviewed_v1,v1
virtualenv__interpreter_spec_core__hard3_001,hard50,virtualenv,57c8dc69a9080c3cd5741355aa756ce5a3b8ab15,virtualenv,developer_tooling,,real_oss_mature,configuration,,parse_tokenize_decode,,local_state,resource_coupling,config_environment_coupling;resource_coupling,config_environment;resource_packaging;static_transitive_dependency,exception_semantics,,2,3,37,1,0,0,1,0,0,false,false,false,false,NA,1,3,benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/metadata.json;benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/repo/src/virtualenv/discovery/py_info.py,high,reviewed_v1,v1
voluptuous__schema_validate_core__001,core100,voluptuous,87825d6dbdab8830fcc6d559ecb3b88bdf68af6d,voluptuous,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,lifecycle_state,data_model_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,5,NA,2454,8,4,1,2,2,0,false,false,false,true,NA,3,4,benchmark/tasks/voluptuous__schema_validate_core__001/metadata.json;benchmark/tasks/voluptuous__schema_validate_core__001/evaluation/oracle_manifest.json;benchmark/tasks/voluptuous__schema_validate_core__001/public_tests/test_public_api.py;benchmark/tasks/voluptuous__schema_validate_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/voluptuous__schema_validate_core__001/repo/voluptuous/error.py;benchmark/tasks/voluptuous__schema_validate_core__001/repo/voluptuous/schema_builder.py;benchmark/tasks/voluptuous__schema_validate_core__001/repo/voluptuous/validators.py,high,reviewed_v1,v1
websockets__handshake_parse_core__001,core100,websockets,d4303a5d3e373fc8c34177c3dec1a9c75c8865fa,websockets,library,,real_oss_mature,networking,,protocol_state_transition,,session_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;ordering_semantics,weak_module_boundaries,7,NA,1162,9,6,0,0,1,0,false,false,true,false,NA,4,18,benchmark/tasks/websockets__handshake_parse_core__001/metadata.json;benchmark/tasks/websockets__handshake_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/websockets__handshake_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/websockets__handshake_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/websockets__handshake_parse_core__001/repo/websockets/datastructures.py;benchmark/tasks/websockets__handshake_parse_core__001/repo/websockets/headers.py;benchmark/tasks/websockets__handshake_parse_core__001/repo/websockets/http11.py,high,reviewed_v1,v1
