task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
vibe_app__orm_query_ast_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/vibe_app__orm_query_ast_core__001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,0.212202,5,240,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/vibe_app__orm_query_ast_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/vibe_app__orm_query_ast_core__001/eval/result.json,"[""a48c1f3f-e5e9-4b27-b03a-47099fad03eb"",""64a10aab-7c3f-4e1e-96ed-a6f1f2489494""]"
arrow__parse_format_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/arrow__parse_format_core__001,deepseek/deepseek-v4-flash,parser_state_coupling,false,true,true,true,0.212622,9,1789,9,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/arrow__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/arrow__parse_format_core__001/eval/result.json,"[""fce35221-b9f6-422b-889f-80197b3694a9"",""1fc8f424-df15-4453-8d02-44495662fa32"",""3e440778-f5d9-4b6c-aa30-9cb929c83be5"",""ce78351e-179c-431c-be88-2dae6b6ff645""]"
aiohttp__url_params_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/aiohttp__url_params_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,false,false,0.213666,4,197,1,0,0,1,true,false,true,completion_signal,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/aiohttp__url_params_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/aiohttp__url_params_core__hard3_001/eval/result.json,"[""80071e34-b01b-4be9-9114-f63371fefeaa"",""8372233d-4bc3-4946-9d23-69acd492205c"",""535c7a75-b4f9-4954-a80d-81b53ad44407"",""eval:hidden_tests""]"
httpx__request_model_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/httpx__request_model_core__001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,false,false,0.215186,9,1570,11,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/httpx__request_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/httpx__request_model_core__001/eval/result.json,"[""11719004-6c27-4b10-b999-5807be527bf2"",""a66d0679-a086-46b3-aaf9-056cfd6db3db"",""9cc03b0b-8e24-44d7-a2b7-49bb6cd9f3af"",""06cb2f56-eb81-455a-8faa-84715c30aa05"",""eval:hidden_tests""]"
yarl__url_model_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/yarl__url_model_core__001,deepseek/deepseek-v4-flash,parser_state_coupling,true,true,true,true,0.222194,8,1754,7,0,0,1,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/yarl__url_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/yarl__url_model_core__001/eval/result.json,"[""0aaeceab-f569-42ba-81cb-a9486d9805c4"",""5a9ed760-5d93-4fbb-88c9-9c92db46f50c"",""8daa48ad-f832-4db7-b30f-778074471262"",""5d307013-7997-4d75-8241-a34e2e645bcc""]"
python_frontmatter__roundtrip_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/python_frontmatter__roundtrip_core__001,deepseek/deepseek-v4-flash,parser_state_coupling,false,true,true,true,0.222886,3,224,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/python_frontmatter__roundtrip_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/python_frontmatter__roundtrip_core__001/eval/result.json,"[""cc71dca4-6e06-4e06-bfc8-16cf41921aa4"",""6399a7e3-a1bd-460e-8329-a37d91a35e58""]"
croniter__cron_parse_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/croniter__cron_parse_core__001,deepseek/deepseek-v4-flash,parser_state_coupling,false,true,true,true,0.224503,2,711,3,0,0,0,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/croniter__cron_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/croniter__cron_parse_core__001/eval/result.json,"[""72211783-5b23-4610-b572-a63711260f1d"",""9817e092-a1e6-4642-b544-46f035e02caf"",""c56a5119-a795-4b92-916d-90aaf961644e""]"
xmltodict__xml_parse_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/xmltodict__xml_parse_core__001,deepseek/deepseek-v4-flash,parser_state_coupling,true,true,false,false,0.226415,1,360,3,0,0,1,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/xmltodict__xml_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/xmltodict__xml_parse_core__001/eval/result.json,"[""178c1efd-1e92-48fe-8cf0-768012557303"",""e8233616-7b7b-48e7-9bfd-8d74e3cfe5f7"",""1eb47180-f1d0-42d9-ae7b-0e42cc67ec78"",""83a6c7d1-c86f-4942-8120-5791ef28a562"",""e15501e2-6615-480d-86f0-ef4afd55baa7"",""eval:hidden_tests""]"
voluptuous__schema_validate_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/voluptuous__schema_validate_core__001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,true,true,0.229943,4,920,5,0,0,2,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/voluptuous__schema_validate_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/voluptuous__schema_validate_core__001/eval/result.json,"[""5bd3cd7e-142c-4f78-97da-0addb21fb54d"",""55e5567c-0ccc-40fb-a3c4-f53ee2956e3d"",""8e2a59a4-9a78-44f3-9490-2510905ffcb1"",""1d5e2048-4beb-4383-b4c0-371c489ba560"",""6a1d9acf-01a8-4475-95fc-0e5474dc4d82"",""ca338d1f-3181-4675-9100-d608c13b4c8e""]"
passlib__hash_context_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001,deepseek/deepseek-v4-flash,data_model_coupling,true,true,true,true,0.242970,14,7137,1,1,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/eval/result.json,"[""ac1f21ca-26a4-480e-845c-96d1ffef12aa"",""3981e3a6-11ed-4455-ab53-e860186c142d"",""54e37be9-0c5c-4329-89f0-4c8defdc8d1f""]"
jsonschema__validator_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/jsonschema__validator_core__001,deepseek/deepseek-v4-flash,data_model_coupling,true,true,true,true,0.244170,9,2094,1,0,1,1,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/jsonschema__validator_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/jsonschema__validator_core__001/eval/result.json,"[""40a1210b-e40c-486f-80c3-98bfc81e3f49"",""30a9160a-9871-4d16-ac4c-05c9a02418a0"",""f3c8904b-b95e-4f15-8b6a-aa79a12da2dd"",""e5972fdd-d88a-4e94-8aca-8cc6ec399456""]"
flake8__plugin_options_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/flake8__plugin_options_core__hard3_001,deepseek/deepseek-v4-flash,framework_coupling,true,true,false,false,0.246681,3,223,0,0,3,0,false,true,true,completion_signal,hidden_interface_or_closure_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/flake8__plugin_options_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/flake8__plugin_options_core__hard3_001/eval/result.json,"[""f54063a9-f200-42c7-b0f9-c965374cbb05"",""c8153592-e065-476b-b6f9-badcc161b08d"",""919e3f99-2d4f-4071-af0c-eae0351e1cf0"",""eval:hidden_tests""]"
setuptools_scm__version_normalize_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/setuptools_scm__version_normalize_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,false,false,0.812950,1,113,0,0,3,0,false,false,true,completion_signal,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/setuptools_scm__version_normalize_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/setuptools_scm__version_normalize_core__hard3_001/eval/result.json,"[""b958e6b6-e2a4-40ce-b9cd-4d1f0a5011d0"",""289b8e63-47dc-411b-a03d-3cc40538e7ff"",""c37b1bc8-774c-4ed3-83d9-d2ca77e8f320"",""eval:hidden_tests""]"
celery__signal_dispatch_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/celery__signal_dispatch_core__hard3_001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,0.855362,2,343,1,0,2,0,false,true,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/celery__signal_dispatch_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/celery__signal_dispatch_core__hard3_001/eval/result.json,"[""d627c88b-ef9e-4523-a102-faa9241d9160"",""f5ab3548-669b-4309-b124-0a7ad1ba57ef"",""a123bd36-ce60-4a85-8cc6-ecf071fecf92"",""0240af54-6d6c-480c-ac14-353a551fcb7f"",""abf875cb-8cb2-407a-9251-b9e7547b22ff""]"
typer__command_parser_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/typer__command_parser_core__001,deepseek/deepseek-v4-flash,framework_coupling,false,true,true,true,0.863239,26,10175,13,1,3,0,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/typer__command_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/typer__command_parser_core__001/eval/result.json,"[""67d2f54a-03a9-4624-8d92-50d75e3d85cf"",""ff190274-9d17-49cc-9567-a8894cb25b85"",""b8f000ca-539d-4805-a707-2b50a5dc26e7"",""210b1bc9-9d1e-4771-8261-b1c1b4c6c562"",""6c8d2e45-fc7e-4fe7-92da-1661a56c5910"",""4a91ac6d-a28a-4f94-bd63-a2af0794c9de""]"
tox__factor_expression_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/tox__factor_expression_core__hard3_001,deepseek/deepseek-v4-flash,parser_state_coupling,true,true,true,true,0.863971,1,235,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/tox__factor_expression_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/tox__factor_expression_core__hard3_001/eval/result.json,"[""45870fed-c848-4ff4-80bf-6b0b0617ede5"",""45e359b8-f8df-4d0d-8282-d1277aca5cae""]"
returns__result_pipeline_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/returns__result_pipeline_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,false,false,0.868251,12,402,2,1,0,0,false,true,true,completion_signal,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/returns__result_pipeline_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/returns__result_pipeline_core__hard3_001/eval/result.json,"[""19e561fc-899d-439e-96d0-7fcdf5b94a6b"",""174dca08-6a19-4b7c-8d34-7b3781b7ece4"",""d67fb933-192e-41b2-b295-582814d368a1"",""eval:hidden_tests""]"
stevedore__extension_manager_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/stevedore__extension_manager_core__hard3_001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,0.878917,4,617,0,0,0,0,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/stevedore__extension_manager_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/stevedore__extension_manager_core__hard3_001/eval/result.json,"[""c98c6e5a-d4b1-45f8-8a7d-cde36690b202""]"
pyyaml__safe_load_dump__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pyyaml__safe_load_dump__001,deepseek/deepseek-v4-flash,parser_state_coupling,false,true,true,true,0.919326,16,4091,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pyyaml__safe_load_dump__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pyyaml__safe_load_dump__001/eval/result.json,"[""82c5bad3-f10e-43e1-8e1e-12876c700c14"",""70951527-bacc-4cbe-a6ca-a7decedf3855""]"
markdown_it__commonmark_render__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001,deepseek/deepseek-v4-flash,parser_state_coupling,false,true,true,true,0.924411,61,4158,0,0,1,1,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/eval/result.json,"[""816309ae-b6e6-4868-bb5f-8f9be010fb96"",""0a84baeb-786a-42fa-b27c-b49746b9b297"",""d8b9dc4c-f774-463d-b1b0-301c3a912ef7""]"
pluggy__hook_specs_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,0.934174,6,667,0,0,0,0,false,false,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/eval/result.json,"[""c7f91152-dae2-41b4-9e27-f99cce258b93""]"
pluggy__hook_call_order__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,0.938375,7,670,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/eval/result.json,"[""d8f0ddd9-255f-4121-9c75-c4d129f04cfb"",""9c650fd4-32d4-4afd-9b37-15b377cc15e7""]"
requests_cache__cache_key_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/requests_cache__cache_key_core__hard3_001,deepseek/deepseek-v4-flash,third_party_dependency_coupling,true,true,false,false,0.963190,6,471,0,0,0,0,false,false,true,completion_signal,hidden_interface_or_closure_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/requests_cache__cache_key_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-113104/requests_cache__cache_key_core__hard3_001/eval/result.json,"[""ad2fc573-1401-4d53-8856-ab4034c217d6"",""eval:hidden_tests""]"
multidict__multidict_mutation_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/multidict__multidict_mutation_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,true,true,true,0.989646,2,1147,2,0,0,0,false,true,true,completion_signal,passed,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/multidict__multidict_mutation_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/multidict__multidict_mutation_core__hard3_001/eval/result.json,"[""c497745e-a6e1-4246-ba4d-ca30b45e2dd9"",""c2a3bf3e-80cc-4cce-904a-22b1d80267a6"",""2ce5252d-309c-41cb-bdc7-5e47b5c44a1f""]"
coverage__config_merge_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__config_merge_core__001,deepseek/deepseek-v4-flash,config_environment_coupling,false,true,false,false,1.000000,2,264,0,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__config_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__config_merge_core__001/eval/result.json,"[""89c4db31-c9c8-483e-8b1d-cf9d53395808"",""3b5cf3a1-ab42-4e7d-a4bb-13cf9ac4058c"",""eval:hidden_tests""]"
coverage__glob_matcher_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__glob_matcher_core__001,deepseek/deepseek-v4-flash,resource_coupling,true,true,true,true,1.000000,5,233,1,0,0,0,true,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__glob_matcher_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__glob_matcher_core__001/eval/result.json,"[""e9020718-23e3-403a-8319-05f6ad7e4c4d"",""e1fea54e-4e78-4cd7-88ab-8af2ec0673c1"",""06055d14-f5a0-4395-a6b1-0fc264ee50e7""]"
coverage__path_remap_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__path_remap_core__001,deepseek/deepseek-v4-flash,resource_coupling,true,true,true,true,1.000000,3,228,0,0,1,0,false,false,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__path_remap_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/coverage__path_remap_core__001/eval/result.json,"[""72c32412-5926-4359-9497-c54c912bb003"",""c5c2f311-5080-46d1-93e5-5203acf3002c"",""1e03cd05-3584-4b31-a05c-e8cf55fc2b86""]"
